source1_entity_id	matched_entity_ids
S1-694575	S2-992637446,S2-296653259,S2-752294481,S3-965841923,S3-288105765
S1-203738	S2-455934933,S3-15368743,S3-343152409
S1-267935	S2-965688129,S2-631599603,S3-36703710,S3-689433644
S1-203543	S2-967920312,S3-745780042,S3-153961882,S3-837425803
S1-344083	S2-721172210,S3-14120746,S3-191603085
S1-804926	S2-42287660,S3-42201476
S1-277690	S2-314729218,S3-568393967,S3-386063828
S1-243124	S2-122735587,S2-719823229,S2-856791019,S3-443978112,S3-62272952
S1-672300	S2-714997653,S2-789971956,S3-633022269,S3-161082910,S3-483825166,S3-840098198
S1-188089	S3-633638972,S3-532876941
S1-773951	S2-228569607,S3-454922644
S1-16031	S2-869642187,S2-856936511,S2-852965978,S3-247900226,S3-959751706
S1-339944	S3-322602240,S3-591171910,S3-820054971
S1-88299	S2-374307492,S3-790315750,S3-622665707,S3-888349649
S1-817545	S2-22783508,S2-927710556,S3-626372538,S3-9855564,S3-242938207
S1-708978	S2-480073632,S2-419808650,S2-241793671,S3-734593752
S1-403519	S2-899041635,S3-142361731
S1-320122	S2-558972323
S1-2243	S2-712201079,S2-226659421,S3-980730002
S1-524263	S3-983123733
S1-357059	S2-338569008,S3-377152123,S3-246965541,S3-479604980,S3-427433257
S1-66102	S2-710093478,S3-332306631
S1-218406	S2-494589187,S3-151542030
S1-814034	S2-796086711,S3-696179859,S3-686748476,S3-492419450
S1-744027	S2-682751172,S2-191876133,S3-81722168
S1-269103	S2-848252693,S2-76993953,S3-33697143,S3-732458627
S1-654434	S2-643340840,S2-525128621,S3-473232288
S1-543517	S2-196726211,S2-444101580,S3-393669639
S1-461410	S3-771045325
S1-324352	S2-728813674,S2-463448247,S2-980021291,S2-681092252,S3-451556298,S3-341411205
S1-247853	S2-532982192,S2-660155587,S2-756118514,S3-194002749,S3-341128968
S1-226077	S2-440343828,S3-745336370,S3-943340402
S1-415689	
S1-125237	S2-327994497,S2-164771405,S2-421026299,S2-418565495,S2-863438082,S3-650225464
S1-666161	S2-359326409,S2-152444873,S2-692547890,S3-217051157
S1-465288	S2-111422646,S3-469468498,S3-470692235,S3-753225075
S1-1204	S2-874413163,S3-607219972,S3-691572216
S1-780716	S2-961953066,S2-223098057,S3-511588841,S3-586444308
S1-218409	S2-278041337,S2-221980063,S2-965673826,S3-132656403,S3-68671759
S1-694092	S3-515326627,S3-49889144
S1-396351	S2-400627883,S2-836765974,S3-241155684
S1-253560	S2-658593288,S2-269648357,S3-995273501,S3-838172827
S1-44190	S2-372441673,S2-24330039,S2-955485337,S3-530392277
S1-277274	S2-628731132,S2-86676139,S2-816014198,S3-240086705
S1-65795	
S1-230994	S2-631876250,S2-984876101,S3-758515973,S3-504672297
S1-65639	S2-347921534,S2-984596841,S2-699110251,S2-923564697,S3-395967899,S3-726789786,S3-941110965
S1-574073	S3-217555130,S3-144422776
S1-417974	S2-742100146,S2-470508521,S3-677593488,S3-961727918
S1-136965	S2-962829205,S2-874161254,S2-682143979,S2-392725018,S3-681369207
S1-467279	S3-167865820,S3-594997950
S1-136899	S2-246473688,S3-861734513
S1-795834	S2-819963212,S2-952355020,S3-572793994,S3-408003248
S1-407083	S2-522984188,S3-160582387
S1-410329	S2-37334239,S2-654662125,S3-700399850,S3-450666195,S3-975298139
S1-105130	S2-266917736,S2-874385197,S2-75235775,S2-596224086,S3-761698540
S1-692232	S2-206146592
S1-825584	S2-985891148,S2-737372562,S2-348929022,S2-505616667,S3-930450974,S3-459027223
S1-819693	S2-744519899,S3-526339352,S3-712727838
S1-387073	S2-236060936
S1-712701	S2-652928263,S3-366544071,S3-703381829
S1-101599	S2-766895011,S3-165108810,S3-981553206,S3-403564953,S3-902616565,S3-856044067
S1-504730	S2-425884673,S2-269206979,S3-127308852,S3-2568786,S3-101087581
S1-635204	S2-849733323,S3-534311004
S1-580510	S2-20068125,S2-725986372,S2-847629366,S3-237414620,S3-941521682
S1-115294	S2-233666284,S3-715893190,S3-410832211
S1-281535	S2-669272025,S2-455079291,S2-601252108,S2-919133632,S3-526798601
S1-687674	
S1-438015	S2-71779719,S2-86728852,S3-636316651,S3-763260313,S3-33531636
S1-669188	S2-275639557,S3-424144288,S3-486177261,S3-743993923
S1-397010	S2-944294254,S2-829168647,S3-500450497,S3-940722907,S3-219954340,S3-991218139
S1-455559	S2-940912713,S3-15459885
S1-151778	S2-763464219,S3-915680483
S1-203715	S2-669112192,S2-583923915,S3-763548901,S3-595701303
S1-420261	S2-808365336,S3-325373040
S1-762143	S2-763775155
S1-662519	S2-717581458,S2-268913674,S3-177203469,S3-264194146
S1-605324	S2-953501916,S3-580008144,S3-819597506
S1-820515	
S1-350704	S2-363002625,S2-279268114,S3-444683236
S1-687210	S2-167390190
S1-339504	S2-565145815,S3-237376627
S1-331477	S2-491878966,S2-686733959,S3-338889063
S1-108162	S2-686894487,S3-124986168,S3-877635105
S1-46093	
S1-167819	S2-286325408,S3-130962041,S3-191272434,S3-501526047
S1-494445	S2-443673561,S3-879335608,S3-330861187
S1-529663	S2-542343242,S2-934481225,S3-139272688,S3-176234260,S3-419015308
S1-835055	S2-356584013,S3-327222814
S1-133857	S2-212218032,S2-178635623,S2-130405700,S3-864123760,S3-132753613,S3-403141675
S1-726414	S2-903122347,S3-484559884,S3-646488694,S3-848028646
S1-675043	S2-990776411,S3-378506528
S1-298122	S2-69672408,S3-74465244
S1-745129	S2-687547762,S2-572365523,S3-838595873,S3-246042850,S3-752103657
S1-727746	S3-174991772
S1-588570	
S1-146612	S2-427123577,S3-863041602
S1-730044	S2-122182384,S2-553366162,S3-284840045,S3-952559192
S1-261023	S2-819739088,S2-529729123,S2-874687884,S2-954341731,S3-934077626,S3-310490989
S1-175393	S2-185859522,S3-71370465
S1-414940	S2-564284838,S2-759793058,S2-150237154,S3-409692951,S3-743667975
S1-536901	S2-785595977,S3-260050767,S3-69753985,S3-163041468
S1-418986	S2-706281289,S2-457274201,S3-693263730,S3-689780626
S1-348808	S2-127133302,S3-825520628
S1-687406	S2-874636277,S2-327667703,S3-205371687,S3-820914797,S3-807649865
S1-607168	S2-357012812,S2-594011134,S2-825705934,S3-507161265,S3-959354733
S1-501883	S2-468564468,S3-951663783
S1-797102	S2-27138834,S2-636315085,S2-99959262,S3-523757165,S3-422956307,S3-473452589,S3-201164540
S1-819415	S2-897996054,S3-149621194,S3-873456085
S1-519649	S2-817705960,S3-685443784,S3-478929222
S1-831676	S2-454770907,S2-31968149,S2-385539441,S3-407059029,S3-634043030
S1-102732	S2-490560687,S2-568168921,S2-754338387,S2-569850262,S3-971628893,S3-213755762,S3-715854215,S3-934103242
S1-464142	S2-322836083,S2-490822457,S3-716220542
S1-339411	S2-606341375,S3-826366501,S3-860364754
S1-634026	S2-850649425,S3-818445503,S3-23216669,S3-656514428
S1-742003	S2-64741844,S3-717072918,S3-345620157,S3-813420762
S1-740031	S2-102018833,S3-530220727
S1-668895	S2-817828272,S3-760936930,S3-761779388
S1-724328	S3-447702932,S3-290556295
S1-727857	S2-247439183,S3-83231253
S1-839486	
S1-506566	S2-722877699,S2-776573436,S2-339455406,S3-782287433,S3-991501001
S1-386778	
S1-426305	S2-977753731,S2-762884461,S3-437098409,S3-307896
S1-469597	S2-915507230,S3-222009596,S3-217446916,S3-308511258,S3-198792583
S1-204053	S2-732108786,S2-419672661,S3-371009261,S3-170810584
S1-63106	S2-910912918,S3-930448632
S1-187200	S2-693739241,S3-57544264
S1-678418	S2-840032406,S2-975587357,S2-875366219,S2-802040904,S2-240255495,S3-859023909,S3-780039198
S1-466278	S3-940661228,S3-832303282,S3-155298138,S3-81444937
S1-200587	S2-102632310,S3-960862539
S1-347930	S2-47936585,S3-597513100
S1-557246	S2-239664775,S3-390917170
S1-98875	S2-602170506,S3-374341994,S3-673759775,S3-847020402
S1-479652	S2-590748139,S2-788373854,S3-922720498,S3-68719582,S3-308162058,S3-845197901
S1-555415	S2-745868682,S3-512663228
S1-152119	S2-793772972,S2-451983526,S2-928352092,S3-830282326,S3-529523581
S1-535249	S2-452465499,S3-284183247,S3-780026191
S1-127871	S3-119698200,S3-729449563
S1-55484	S2-864791556,S3-268145026,S3-349661331,S3-321376802
S1-313957	S2-99933793,S3-585806888,S3-50642745
S1-41416	S2-892700754,S3-603860620,S3-999192432,S3-152195695
S1-40596	S2-35847679,S3-767183116,S3-393806518
S1-428632	S2-995827088,S3-746837021
S1-514512	S2-901834469,S2-459575057,S2-834059769,S3-680778001
S1-320318	S2-682678892,S2-670526406,S2-742595428,S3-284016353,S3-76136081
S1-438012	S2-220227764,S2-579681938,S3-523992688,S3-495940172,S3-498483814
S1-4064	S2-847066248,S3-696471320
S1-108776	S2-8591711,S2-516949953,S2-916924958,S2-261234540,S2-747323540,S3-62728373
S1-100112	
S1-562701	S2-606540186,S2-812701512,S3-238524071,S3-815359200,S3-577703858,S3-999423844,S3-205735557
S1-351065	S3-367497700,S3-53722003,S3-99499193
S1-242715	S2-488635521,S3-308407956,S3-354139518,S3-306269882
S1-722182	S2-63408220,S2-891039022,S2-171448303,S2-542582433,S3-133071737,S3-934007600
S1-299699	S3-98834534
S1-127273	S2-665238862,S3-59743772,S3-140442753,S3-61831977
S1-826096	S3-133324074
S1-243555	S2-205861007,S2-692597485,S3-170988799
S1-419146	S3-403886613,S3-320669866
S1-411748	S2-234236973,S3-334889738,S3-687373801,S3-344261773,S3-522258994
S1-144865	S2-716940120,S3-455945394
S1-54923	S2-29061944,S3-517281919
S1-561283	S2-799831652,S3-911706106
S1-537079	S2-620801343
S1-414522	S2-190962467,S3-664276321
S1-807540	S2-707232041,S3-657574681,S3-317003599
S1-618157	S2-763035227,S3-629930458,S3-706502734,S3-430699564
S1-43299	S2-566393687,S3-407832673,S3-41665546
S1-66849	S2-499979920,S3-701081698,S3-70544236,S3-302073301
S1-74472	S3-252098202
S1-519841	S2-528192668,S2-35451923,S3-271520677
S1-371887	S2-770258600,S2-332948951,S2-137837469,S3-132910313,S3-881670715
S1-675976	S2-586715058,S2-932344054,S2-59807173,S3-383335745,S3-910284281
S1-578334	S3-487816558,S3-815334654,S3-985748750,S3-665997200
S1-134308	S2-619587464,S3-831245584
S1-229575	S2-61101341,S3-518669706
S1-46508	S2-503030031,S3-965682372,S3-814044565,S3-251714288,S3-630384888
S1-116142	S2-600639765,S2-237263533,S3-150025407,S3-119935623,S3-451730468
S1-169329	S2-633757275,S2-495926833,S2-325934745,S3-971745522,S3-179595335
S1-283462	S2-474244018,S2-940482199,S3-143065115,S3-887999600
S1-567579	S2-724796681,S3-373688639,S3-510913086,S3-422240761
S1-716782	S2-615622116,S3-893171698
S1-178827	S2-61315401,S2-881494171,S3-978596891
S1-486589	S2-747103411,S3-346252230
S1-660679	S2-375739817,S3-809093114
S1-750293	
S1-166776	S3-884288538,S3-451636941,S3-338833857
S1-469389	S2-505420526,S3-447314220,S3-501877916,S3-79526013,S3-114125970,S3-799820355
S1-45260	S2-891011414,S2-398529326,S2-80261102,S3-786615962
S1-125732	S3-542020045,S3-496174726
S1-661250	S2-573880458,S2-988580512,S3-313092045
S1-535473	S2-850803250,S2-352514315,S3-414453798,S3-320088565,S3-358713235,S3-102863543
S1-511560	S2-325359390,S2-591378337,S3-231709281,S3-43699831,S3-576589877
S1-608253	S2-979339028,S2-401809813,S2-470577846,S3-264088950,S3-774572899
S1-514032	S2-454151349,S2-148977771,S2-879449239,S3-927115790,S3-299523517,S3-861362827
S1-353865	S2-21691970,S2-606685437,S2-836297525,S3-506032339
S1-824733	S2-244181163,S3-103322281,S3-966070609,S3-530544703,S3-497344395
S1-717413	S2-446224465,S2-793565541,S3-645855901,S3-254448884
S1-669345	S2-149484827,S3-786647404,S3-637733281
S1-480633	S2-497152944,S2-128264837,S3-835227210
S1-286218	S2-1976690,S3-431461897,S3-190886272
S1-206821	S2-307948400,S3-950037220,S3-654966122
S1-537322	S2-429651477,S3-362777998
S1-600688	S2-42336036,S3-683425692,S3-372799717
S1-406404	S2-566756316,S2-537465748
S1-34189	S2-887975525,S3-482945533
S1-842610	S2-503995742,S2-10404144,S3-107119420,S3-652774793
S1-290963	S2-84376770,S2-831254403,S3-323996234,S3-884260235,S3-47378182
S1-372351	S2-230491775,S2-473438107
S1-689976	S2-658219857,S2-662088586,S2-504510273,S2-278808846,S3-91344154
S1-75444	S2-447631824,S2-169849066
S1-584091	S2-825237716,S3-915584375,S3-373293817,S3-293667738
S1-456049	S2-358292568,S2-569009282,S3-730338245,S3-573001520,S3-337968378,S3-838050597
S1-826132	S2-656629733,S2-431724668,S2-628877213
S1-416197	S2-827276200,S2-279876368,S2-320088743,S3-929663876,S3-12902257
S1-126311	S2-193584462,S3-975650095,S3-662137675,S3-871042286
S1-576298	
S1-158052	S2-826090436,S2-589940776,S3-266522551,S3-539021765,S3-221001602
S1-140798	S2-458857096,S2-109419039,S3-259077874
S1-24685	S2-629800486,S2-515123240,S2-861665983,S2-337699417,S3-348984754,S3-729387459,S3-148855351
S1-496947	S2-263634117,S3-741546620,S3-420877179
S1-23933	S2-71540690,S2-998990003,S2-579919202,S2-444607821
S1-476879	S2-197104352,S3-782236677,S3-481616244,S3-845044508
S1-790502	S2-423587320,S2-833778908,S2-839637767,S3-55120367,S3-905129259,S3-776909038
S1-715571	S2-691070551,S2-360179776,S2-653314910,S3-546852283
S1-89349	S2-552658598,S3-998377321,S3-697203358,S3-503648909
S1-599898	S2-950710229,S3-318910513
S1-305998	S2-289157893,S3-288172375
S1-379841	S2-838205087,S3-486695883
S1-533884	S2-291194570,S2-262966424,S3-726230054,S3-935968721,S3-522445386
S1-538436	S2-149424054,S2-578417604,S2-637167073,S3-495346535,S3-461384191,S3-107552824
S1-63715	S2-923985817,S2-916875986
S1-247687	S2-986391423,S2-192123779,S3-228556770
S1-316945	S2-867392269,S3-835922180,S3-157775172
S1-556328	S2-183715416,S2-501986849,S3-841731380,S3-358404882,S3-693991865
S1-603395	S2-171487833,S2-860426325,S2-282359133,S2-502144856,S3-747726877
S1-557577	S2-383705497,S3-471768594,S3-547815269,S3-295042495,S3-910530378
S1-449029	S2-470156778,S2-722382426,S2-162058713,S3-392869269
S1-4905	S2-548565152,S2-398513685,S3-661333056
S1-397561	S2-808861975,S2-838286538,S3-444241867,S3-289278694
S1-84841	S2-990700069,S2-446179936,S2-561284105,S3-676294725,S3-807733350
S1-117377	
S1-203840	S2-640580327,S3-414004331
S1-361125	S2-618447505,S2-840538528,S3-938081779
S1-694584	S2-939637622,S2-598709347,S2-538085737,S2-291393256,S3-746907125
S1-90030	S2-750041538,S3-309939762,S3-558808248
S1-80067	S2-402171800,S3-256313948,S3-485082269
S1-414766	
S1-255997	S2-772650040,S2-526930851,S2-842639993,S3-913857245
S1-355919	S2-94310136,S3-198285984,S3-694533987
S1-602068	S2-559650091,S2-631669478,S3-597968133
S1-643837	S2-139703895,S2-664843642,S2-917284095,S3-952961696
S1-540910	S2-653841125
S1-491743	S2-143399,S2-516923988,S3-811767383,S3-246037987
S1-420417	S2-299944312,S3-634239853,S3-329106610
S1-565944	S2-516978121,S3-617253007,S3-894833951,S3-324167147,S3-690142204
S1-91367	S2-559137233,S2-432753585,S3-862614681
S1-178470	S2-324357998,S2-155109439,S2-347052728,S3-414034778,S3-194195330,S3-686144140
S1-46005	S2-922138999,S2-428926651,S2-498141617
S1-40322	S2-574055349,S3-185298916,S3-397739308,S3-744059371,S3-190412049
S1-577072	S2-625433050,S2-375530523,S3-669103387,S3-884275563
S1-75526	S2-2198306,S3-54767540,S3-786254587,S3-314330033
S1-194695	S2-490201870,S2-933328022,S3-342340574,S3-809436784
S1-600485	S2-450128032,S3-936653111,S3-184382088,S3-354421283,S3-174245026
S1-77464	S2-140286049,S2-303056801,S3-80163070,S3-192629264,S3-402116319
S1-594254	S3-140782314
S1-75188	S2-69043570,S2-257767268,S2-965399393,S3-864189371
S1-773131	S3-357730053,S3-425582187
S1-108891	S2-436858481,S3-504790743,S3-325898721,S3-862897811
S1-137455	S2-853731032,S2-482191341,S3-321917315,S3-599697257,S3-654870263
S1-459807	S2-243990075,S2-248842624,S3-4508316,S3-793939951
S1-605717	S2-2938671,S3-34828993
S1-253261	S2-857705988,S2-10008780,S3-149921175,S3-114241742
S1-244168	
S1-17397	S2-595192648,S2-147105182,S3-103504177
S1-785034	S2-183737442,S2-157720295
S1-636586	S2-877593961,S2-482393949,S2-402558029,S3-697267619
S1-707490	S2-273607491,S3-992507251,S3-84481487,S3-135997102
S1-412439	S3-867811424,S3-929741570,S3-960108362
S1-117308	S2-808246921,S3-765514053,S3-729586618
S1-355180	S2-224607895,S2-116085054,S3-731238196,S3-979394893
S1-306033	S2-730318850,S3-25642558
S1-541649	S2-374216527,S2-431749637,S3-653477644,S3-736136667
S1-46936	S2-642407958,S2-60330896,S3-938582223,S3-189173090,S3-972983497,S3-21891803
S1-95759	S2-126891531,S2-96915065,S3-528494619,S3-755644051
S1-800772	S2-689705616,S3-15149408
S1-130140	S2-348778994,S2-624112393,S3-648869845
S1-717586	S2-751863045,S2-923586410,S2-872604994,S3-862842064,S3-253497037
S1-259060	S2-487646072,S3-682262132
S1-54316	S2-348013845,S2-899448452,S2-684605664,S3-342915282
S1-193446	S2-239250837,S2-764796699,S3-589192282,S3-656301341
S1-829333	S3-776154750
S1-136094	S2-720437981,S2-722256503,S3-933325237
S1-790408	S2-205394491,S2-419318006,S3-315764468,S3-942834324,S3-551262575
S1-371543	S2-159748356,S2-476396286,S3-791546084
S1-237445	S3-345746727
S1-252028	S3-741400190,S3-413520493,S3-473163955
S1-846648	S3-150628945,S3-906522448,S3-207725177
S1-777881	S2-563482169,S2-561651281,S3-583264509,S3-612770021
S1-389046	S2-486773076,S2-552322476,S2-512892410,S2-660952957,S3-887568381,S3-408485779
S1-140735	S2-112097985,S3-946533466,S3-904800652,S3-886427739
S1-837759	S2-776376268,S2-9388729,S2-461896044,S2-108338063,S3-30831927
S1-272894	S2-239039526,S2-495104004,S3-269359641,S3-714692260,S3-903679529,S3-212689841
S1-456409	S2-87461591,S3-296608905
S1-670096	S2-955708197,S2-815479199,S2-771871933,S3-484734876,S3-924790404,S3-954628526
S1-648132	S2-83367294,S3-792099266,S3-576623274,S3-860832929,S3-716678677
S1-169119	S2-333814563,S3-432269119,S3-392880103
S1-756977	
S1-341742	S2-818699916,S3-840043813,S3-886501497
S1-344177	
S1-536	S2-815298065,S3-817824223
S1-545720	S2-203041382,S2-457445667,S2-927279592,S3-262122549,S3-940955226,S3-201956741
S1-589389	S2-575356432,S3-820529267,S3-305635417
S1-631846	S2-28990967,S3-143758728
S1-474401	S2-332191646,S2-500497918,S2-877806285,S3-986005124
S1-679220	S2-15390753,S2-382464712,S2-191368453,S3-676759443
S1-704278	S3-863995975
S1-446102	S2-223204243,S3-636586655,S3-376965521
S1-122358	S2-728400370,S2-945888564,S2-769435680,S3-964663335,S3-773752178
S1-405201	S2-368285408,S3-456317085,S3-793734305,S3-304939292
S1-258093	S2-790682020,S2-910494382,S3-539877454,S3-102001163
S1-682126	S2-43108446,S3-306464659,S3-571374039
S1-643904	S2-160607224,S3-397929768
S1-136441	S2-340890646,S2-219817595,S2-102444872,S2-626878352,S3-735782939
S1-828297	S2-792999297,S2-157061324,S3-319939762,S3-662181866
S1-648894	S2-588333613,S2-804642281,S2-186314514,S3-902532453,S3-298310615,S3-216024641
S1-159739	S2-247592386,S2-510609224,S2-51230460,S3-840466644,S3-963072385
S1-723212	S3-845130260,S3-614602902,S3-280686667,S3-993878288
S1-836707	S2-199262459,S3-489796774
S1-382618	S2-569118630,S2-746885621,S3-465434119
S1-338957	S2-986040673,S2-475042232,S3-867667059,S3-613165282,S3-37624735
S1-731027	S2-292639332
S1-675054	S2-84411761,S3-434878749,S3-697627468,S3-311095953,S3-669368232,S3-602503305
S1-755969	
S1-98998	S2-813105442,S2-624597447,S2-654161998,S3-574213982,S3-659691142
S1-614705	
S1-230111	S2-271012611,S2-687214454,S2-157515780,S3-951338518
S1-785941	S2-214084739,S3-423133425
S1-391128	S2-722876090,S3-877257632,S3-636026264
S1-599432	S2-966588251,S3-421882226
S1-114550	S2-627718038,S2-267724109,S2-21854991,S3-605065728,S3-424094236,S3-656414431
S1-533283	S2-610257605,S3-491835199,S3-505712909
S1-567848	S2-133105525,S2-61321615,S3-621940112
S1-705082	S2-7690402,S3-533841122,S3-199040828,S3-510420455
S1-454125	S2-346464856,S2-579090072,S3-370776325
S1-846093	S2-830631228,S2-772706746
S1-86666	S2-56376082,S2-727782876
S1-587706	S3-504634666
S1-98605	S2-987383838,S2-992483521,S3-634946966,S3-696782570
S1-246100	S3-859496279,S3-508963769,S3-542102706
S1-739066	
S1-454450	S2-281857991,S3-325415600,S3-485871848,S3-822655545
S1-400938	S2-413306135,S3-603818474,S3-755018297,S3-512839555
S1-440304	S2-66238233
S1-373219	S2-369360589,S2-186246787,S2-268945180,S3-382031069,S3-351462671,S3-7300598,S3-161450226
S1-331938	S2-500412866,S2-260282951,S2-124733604,S2-183351870,S3-745935967,S3-818096883,S3-974233583
S1-274291	S2-457202642,S2-859237388,S3-418419586
S1-218196	S2-232191855,S2-631893959,S3-664938922,S3-749881414,S3-495502794,S3-211024613
S1-391594	S3-107362778
S1-298393	S2-654812801,S2-401462519,S3-368767192,S3-835255693,S3-850526634
S1-535203	S2-955366546,S2-945464052,S2-473666748,S3-228009126
S1-716438	S2-526955251,S2-452056587,S3-76403285,S3-670248197
S1-472733	S2-880868138,S2-34391641,S3-966459035,S3-787243976
S1-733128	S2-765195479,S3-16891974,S3-740503163
S1-385509	S2-824844994,S2-319052831,S3-111467203
S1-272099	S2-563369039,S3-9478841,S3-782220578,S3-605277204
S1-691845	S2-333524906,S2-121730874,S3-595519545
S1-25464	S2-121625333,S2-213421456,S2-183669385,S3-343348087,S3-214260492,S3-585473339
S1-406003	S2-59885281,S2-121538650,S3-747181240,S3-544847021
S1-715875	S2-696058103,S2-793201217
S1-580460	S3-279716111,S3-836079358,S3-7148862
S1-540199	S2-253604437,S3-811520827
S1-38683	S2-55369566,S3-211389212,S3-622997898,S3-181405653
S1-505215	S3-217975621,S3-43237371
S1-771580	S2-929346956,S3-249320984
S1-715592	S2-360656631,S2-159925731,S3-676098795,S3-204116522
S1-617633	S3-350566344
S1-30279	S2-852564579,S3-547041084,S3-937197791,S3-425415185
S1-359826	S2-703165511,S2-28074466,S3-333310355
S1-122753	S2-328907842,S3-318452943
S1-218651	S2-20347090,S2-819505633,S3-375530242,S3-225994686
S1-407207	S2-468510106,S2-434374851,S3-780278828,S3-50913968
S1-290327	S2-806004643,S2-486767425,S2-827493589,S2-529425760,S2-952695757,S3-290907610,S3-520317603,S3-434500373
S1-61676	S2-187488679,S3-461479280
S1-241543	S3-666117139,S3-569255230,S3-20160357
S1-282380	S3-627181571
S1-741261	S2-30904931,S3-420614624
S1-197612	S3-92194484,S3-786672130,S3-838746142
S1-443138	S2-421816433,S2-799786589,S3-357268228
S1-183488	S2-714154444,S2-537748901,S2-816994481,S2-298110005,S3-953449129
S1-87573	S2-723777295,S2-139330343
S1-737415	S2-112217028,S2-723125794,S3-342231338,S3-636023820,S3-305165770,S3-991144425
S1-614493	S2-796089809,S2-491029038,S3-135111190,S3-831565608
S1-378805	S2-500141081,S2-304337420,S3-135839960
S1-668068	
S1-114650	S2-718531302,S2-763628617,S3-539610070,S3-373035302,S3-979101594,S3-960306664
S1-426604	S2-542261169,S2-107724907,S2-422873630,S3-646867170,S3-985371492,S3-33047855
S1-811016	S2-90850119,S3-825133556,S3-443320866,S3-432401157
S1-805631	S2-976601603,S3-842632835,S3-660787943
S1-334648	S2-544672835,S2-38345958,S2-191139442,S2-904617690,S3-275409757,S3-256521507
S1-706256	S2-378686602,S3-902254979
S1-217863	S2-581979283,S3-317196015,S3-147123304,S3-916826831
S1-760568	S2-826243184,S2-674498358,S3-85979923,S3-608443900,S3-962100549,S3-379918294
S1-174657	S3-218448202,S3-128008293
S1-79973	S2-418737185,S3-525957386,S3-743270515,S3-208147237,S3-393882785
S1-659596	S2-772431057,S2-232260431
S1-30517	S2-582358476,S3-610071333
S1-482102	S2-547234598,S2-847349882,S2-513629032,S3-673165245,S3-872252291
S1-110720	S2-591897381,S2-798723325,S3-46366823,S3-681312205,S3-397662943
S1-47866	
S1-524298	S2-651953585,S3-115270396,S3-594662902,S3-109304124,S3-630585453
S1-605665	
S1-236946	S2-903944232,S2-795769284,S3-839082099,S3-754110326
S1-497493	S2-890036510,S2-519717087,S2-29965915,S3-868809463
S1-285559	S2-342759844,S2-489685218,S3-857864687,S3-113494716
S1-743077	S2-918708323,S3-215426397
S1-496577	S2-429398641
S1-797903	S3-905614336,S3-659212413
S1-661711	S2-385412370,S2-109245389,S3-190387240
S1-440957	S2-378620290,S2-243924143,S2-795693907,S3-517765398
S1-634517	S2-225941102,S3-808811807,S3-302655643
S1-372464	S2-364215856,S2-624902196,S3-177290247
S1-123652	S2-292299893,S2-220374022,S3-474191213
S1-669488	S2-863732044,S2-733577576,S2-539058351,S3-557493241
S1-805877	S2-431399242,S2-917737685
S1-179501	S2-733460175,S3-224482622,S3-578411137
S1-570762	S2-831013653,S3-821108693,S3-547369637,S3-727654266,S3-417378742
S1-743924	S2-37380791,S2-946195404,S3-403435894,S3-991794905
S1-310325	S2-522916725
S1-709637	S2-148575245,S3-930270409,S3-726711167,S3-919259948
S1-214970	S2-176339230,S2-49849039,S2-485807158,S3-805208944
S1-566917	S2-894252116,S3-389550651
S1-301540	S2-738854963,S2-134242692,S2-559824540,S3-231257370
S1-147493	S2-606651212,S2-119642080,S2-575255818,S2-536161595,S3-520303817
S1-621036	S2-831582802,S3-956708455,S3-145288809
S1-460551	S2-54432970,S2-20081444,S2-558199043,S3-826135075,S3-981482159
S1-360096	S2-778328539,S3-205593910,S3-773561660
S1-220722	S2-843024838,S3-362269537,S3-341309949,S3-931680491
S1-641682	S2-657038147,S3-816693966,S3-794514132,S3-836774978,S3-936836863
S1-329115	S3-651225006,S3-38953526
S1-195411	S2-222287440,S3-926834093,S3-251323353,S3-659713103
S1-4100	S2-241470320,S2-17802285,S2-724355280,S2-547873465,S3-540578233,S3-739171121,S3-10301224
S1-125703	S2-565275229,S2-547684667,S3-791029002,S3-899701613
S1-652982	S2-778088058,S2-438530437,S2-44003973,S3-740899231,S3-938487996
S1-361182	S2-79484962,S3-413833058
S1-486485	S3-613202329,S3-555310466,S3-734166770
S1-426399	S2-538934322,S2-617790864,S3-592534206,S3-2784101
S1-751913	S2-854599391,S2-514483482,S3-54767447,S3-995735999
S1-456956	S2-956693274,S2-362487610,S2-775562638,S2-798853661,S2-516007623,S3-599401438,S3-846998260
S1-774780	S3-777184480,S3-714523792,S3-745932121
S1-677468	S2-577444458,S3-575994506
S1-549781	S2-938981567,S2-327119395,S3-463000103,S3-449188717,S3-205525193
S1-329231	S3-327295583,S3-203742517,S3-392941803,S3-276078618
S1-368628	S2-124413130,S2-175338244,S2-516732184,S3-296891994,S3-525507563
S1-262438	S2-76830877,S3-90406537
S1-326989	S2-535496422,S3-371218893,S3-257016445,S3-678341030
S1-473164	S2-934745834,S2-37570332,S2-434499413
S1-542322	S2-939709611,S2-233470050,S3-307368815,S3-429907978
S1-155340	S2-253699075,S2-35538849,S3-602382490,S3-832692083,S3-972886853,S3-404877262
S1-288633	S2-583613504,S3-642749046,S3-837480426
S1-397180	S2-905333983,S3-315786905
S1-472583	S2-272428745,S3-164338388,S3-714742509
S1-138873	S2-391218563,S2-631343924,S2-425566136,S3-585074125,S3-380070809
S1-528122	S2-315584457,S2-103261615,S2-401660112,S3-271471278
S1-220403	S2-904970168,S2-658485756,S2-234390051,S3-959219802,S3-926892201
